epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.83942,0.75413,0.69709,0.95453,0.93718,0.87114,0.90709,0.6194,1.10794,0.84167,1.00603,8.75e-05,8.75e-05,8.75e-05
2,8.82715,0.8046,0.69749,0.93406,0.90782,0.89312,0.91135,0.61105,1.13721,0.82876,1.01146,0.000185641,0.000185641,0.000185641
3,11.3394,0.87213,0.78905,0.97958,0.85509,0.88906,0.90768,0.60276,1.12984,0.87451,1.01221,0.000281799,0.000281799,0.000281799
4,13.8129,0.87644,0.74402,0.9632,0.94485,0.81366,0.908,0.6004,1.14789,0.91539,1.01443,0.000375973,0.000375973,0.000375973
5,16.4385,0.81269,0.69469,0.92699,0.91591,0.85667,0.90785,0.60005,1.14681,0.90011,1.02472,0.000468165,0.000468165,0.000468165
6,18.882,0.899,0.80023,0.93757,0.8901,0.87582,0.89486,0.59338,1.17544,0.90693,1.02878,0.000558374,0.000558374,0.000558374
7,21.3508,0.91816,0.82131,0.95961,0.9182,0.83796,0.9028,0.59496,1.18369,0.895,1.01515,0.000646599,0.000646599,0.000646599
8,23.812,0.73478,0.97926,0.82234,0.91741,0.84759,0.89461,0.59646,1.17263,0.90567,1.00145,0.000732842,0.000732842,0.000732842
9,26.2647,0.86523,0.76301,0.97489,0.88036,0.84592,0.88793,0.59291,1.16369,0.93374,1.00427,0.000817101,0.000817101,0.000817101
10,28.8483,1.05213,0.88296,0.93008,0.88036,0.84592,0.88793,0.59291,1.16369,0.93374,1.00427,0.000899378,0.000899378,0.000899378
11,31.3523,0.87639,0.7958,0.98811,0.9151,0.84075,0.89326,0.60036,1.156,0.91946,1.00547,0.000979671,0.000979671,0.000979671
12,33.8682,0.84169,0.96176,0.82995,0.91378,0.80126,0.89456,0.57723,1.19583,0.93665,1.00782,0.00105798,0.00105798,0.00105798
13,36.269,0.93067,0.84831,0.9261,0.91378,0.80126,0.89456,0.57723,1.19583,0.93665,1.00782,0.00110127,0.00110127,0.00110127
14,38.6111,0.87867,0.80845,0.94347,0.90565,0.79935,0.89161,0.57879,1.19478,0.93935,1.00366,0.00108888,0.00108888,0.00108888
15,41.0935,0.99046,0.96311,1.01088,0.91372,0.79564,0.89356,0.56544,1.19243,0.91816,0.99927,0.00107648,0.00107648,0.00107648
16,43.443,0.96049,0.76761,0.95996,0.91372,0.79564,0.89356,0.56544,1.19243,0.91816,0.99927,0.00106409,0.00106409,0.00106409
17,45.9784,0.97416,0.83363,0.97731,0.8802,0.83933,0.88171,0.5837,1.17846,0.94238,1.00756,0.00105169,0.00105169,0.00105169
18,48.3763,0.90688,0.83088,0.96318,0.8802,0.83933,0.88171,0.5837,1.17846,0.94238,1.00756,0.0010393,0.0010393,0.0010393
19,50.7818,0.89392,0.79739,0.9455,0.94541,0.7843,0.87621,0.56796,1.19839,0.97243,1.0234,0.00102691,0.00102691,0.00102691
20,53.1114,0.86673,0.74695,0.92022,0.96239,0.81627,0.89996,0.58572,1.17189,0.86203,1.01711,0.00101451,0.00101451,0.00101451
21,55.4469,0.84583,0.75936,0.94141,0.96239,0.81627,0.89996,0.58572,1.17189,0.86203,1.01711,0.00100212,0.00100212,0.00100212
22,57.9434,0.90212,0.76643,0.95889,0.92303,0.83617,0.90241,0.58439,1.17279,0.87005,1.00522,0.000989723,0.000989723,0.000989723
23,60.4386,0.8821,0.79856,0.97179,0.9038,0.81085,0.88479,0.57706,1.1731,0.90655,0.99557,0.000977329,0.000977329,0.000977329
24,62.876,0.89468,0.79104,0.92459,0.9038,0.81085,0.88479,0.57706,1.1731,0.90655,0.99557,0.000964935,0.000964935,0.000964935
25,65.3054,0.8555,0.73602,0.95354,0.92393,0.82351,0.87989,0.58236,1.15146,0.95036,0.98574,0.000952541,0.000952541,0.000952541
26,67.6172,0.81784,0.71835,0.92441,0.92393,0.82351,0.87989,0.58236,1.15146,0.95036,0.98574,0.000940147,0.000940147,0.000940147
27,70.0526,0.90626,0.73706,0.92154,0.90209,0.81793,0.87882,0.59675,1.15736,0.90255,0.98865,0.000927753,0.000927753,0.000927753
28,72.459,0.82806,0.66577,0.91428,0.8995,0.81233,0.8758,0.59703,1.13453,0.90369,0.98761,0.000915359,0.000915359,0.000915359
29,75.0128,0.81165,0.69599,0.89962,0.8995,0.81233,0.8758,0.59703,1.13453,0.90369,0.98761,0.000902964,0.000902964,0.000902964
30,77.423,0.85589,0.73028,0.90935,0.94674,0.77635,0.8826,0.59039,1.15738,0.88527,0.99161,0.00089057,0.00089057,0.00089057
31,79.8825,0.86332,0.74546,0.93809,0.94674,0.77635,0.8826,0.59039,1.15738,0.88527,0.99161,0.000878176,0.000878176,0.000878176
32,82.3562,0.85588,0.71137,0.94093,0.9199,0.83133,0.88899,0.59864,1.16745,0.84533,0.99849,0.000865782,0.000865782,0.000865782
33,84.7282,0.84925,0.69612,0.91037,0.92766,0.85166,0.89908,0.59652,1.15937,0.84849,0.9979,0.000853388,0.000853388,0.000853388
34,87.1695,0.68802,0.81731,0.80219,0.92766,0.85166,0.89908,0.59652,1.15937,0.84849,0.9979,0.000840994,0.000840994,0.000840994
35,89.7117,0.78977,0.64555,0.89956,0.90342,0.84107,0.88693,0.59559,1.16456,0.88739,1.00028,0.0008286,0.0008286,0.0008286
36,92.2966,0.88887,0.71996,0.99501,0.89408,0.84766,0.88354,0.58804,1.20355,0.91667,1.02906,0.000816206,0.000816206,0.000816206
37,94.8306,0.81451,0.67775,0.90452,0.89408,0.84766,0.88354,0.58804,1.20355,0.91667,1.02906,0.000803812,0.000803812,0.000803812
38,97.2575,0.84238,0.73764,0.94533,0.911,0.85306,0.89354,0.59505,1.19323,0.89635,1.03453,0.000791417,0.000791417,0.000791417
39,99.6629,0.7902,0.66664,0.93306,0.911,0.85306,0.89354,0.59505,1.19323,0.89635,1.03453,0.000779023,0.000779023,0.000779023
40,102.144,0.82462,0.67215,0.90065,0.92384,0.84075,0.88816,0.58035,1.20641,0.90404,1.03126,0.000766629,0.000766629,0.000766629
41,104.661,0.82942,0.6922,0.95708,0.92842,0.84708,0.89426,0.58576,1.20723,0.88577,1.02835,0.000754235,0.000754235,0.000754235
42,107.159,0.81106,0.70862,0.91834,0.92842,0.84708,0.89426,0.58576,1.20723,0.88577,1.02835,0.000741841,0.000741841,0.000741841
