epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.3906,2.19969,18.6789,1.77316,0.00472,0.00633,0.00419,0.00293,1.90317,4.48893,1.49582,0.000405093,0.000405093,0.000405093
2,17.1471,2.40997,16.9265,2.00861,0.00909,0.03165,0.01081,0.00572,2.02322,4.46988,1.60488,0.000813624,0.000813624,0.000813624
3,24.7462,2.34574,10.5223,1.90491,0.00459,0.05696,0.00343,0.00175,2.08813,4.41217,1.58376,0.00121391,0.00121391,0.00121391
4,32.3211,2.34194,12.1042,1.92703,0.00459,0.05696,0.00343,0.00175,2.08813,4.41217,1.58376,0.00121287,0.00121287,0.00121287
5,40.3862,2.33894,10.5561,1.89247,0.00441,0.05638,0.00264,0.00082,2.17651,4.38011,1.64399,0.0012005,0.0012005,0.0012005
6,48.007,2.44655,12.9283,1.95631,0.00441,0.05638,0.00264,0.00082,2.17651,4.38011,1.64399,0.00118812,0.00118812,0.00118812
7,55.8432,2.10646,21.3399,1.8402,0.0093,0.16681,0.00592,0.00186,2.24583,4.40734,1.62688,0.00117575,0.00117575,0.00117575
8,63.3437,2.28327,14.1444,1.98436,0.0093,0.16681,0.00592,0.00186,2.24583,4.40734,1.62688,0.00116337,0.00116337,0.00116337
9,71.453,2.18921,14.4555,1.86142,0.00691,0.10527,0.0096,0.00235,2.24725,4.22699,1.8479,0.001151,0.001151,0.001151
10,79.0323,2.22304,17.9013,1.79575,0.00575,0.05922,0.00322,0.00164,2.12661,4.49322,1.83419,0.00113863,0.00113863,0.00113863
11,86.4391,2.02239,12.5597,1.73433,0.00575,0.05922,0.00322,0.00164,2.12661,4.49322,1.83419,0.00112625,0.00112625,0.00112625
12,94.1158,1.81066,16.661,1.5248,0.0333,0.42092,0.11115,0.0491,1.73883,3.82693,1.38701,0.00111388,0.00111388,0.00111388
13,101.935,1.73229,12.9392,1.42973,0.0333,0.42092,0.11115,0.0491,1.73883,3.82693,1.38701,0.0011015,0.0011015,0.0011015
14,110.012,1.8141,11.5899,1.53289,0.05985,0.47265,0.17546,0.08817,1.621,3.73448,1.40544,0.00108913,0.00108913,0.00108913
15,117.737,1.67356,9.25203,1.49498,0.05985,0.47265,0.17546,0.08817,1.621,3.73448,1.40544,0.00107675,0.00107675,0.00107675
16,125.768,1.4917,16.1423,1.35314,0.48662,0.38332,0.3902,0.2144,1.51125,3.08741,1.34416,0.00106437,0.00106437,0.00106437
17,133.386,1.62551,8.97718,1.48,0.48652,0.51242,0.48537,0.26504,1.50194,2.70416,1.36415,0.001052,0.001052,0.001052
18,141.318,1.46076,15.3233,1.34212,0.48652,0.51242,0.48537,0.26504,1.50194,2.70416,1.36415,0.00103962,0.00103962,0.00103962
19,149.036,1.57562,12.0964,1.41534,0.62702,0.55528,0.59073,0.35464,1.39667,2.56969,1.28532,0.00102725,0.00102725,0.00102725
20,156.664,1.4531,14.2852,1.31547,0.62702,0.55528,0.59073,0.35464,1.39667,2.56969,1.28532,0.00101488,0.00101488,0.00101488
21,164.292,1.40946,13.3402,1.2383,0.61189,0.61711,0.65535,0.38444,1.36,2.24895,1.30959,0.0010025,0.0010025,0.0010025
22,172.056,1.49295,13.1909,1.36505,0.61189,0.61711,0.65535,0.38444,1.36,2.24895,1.30959,0.000990125,0.000990125,0.000990125
23,179.933,1.41522,10.8557,1.35209,0.72542,0.5653,0.69151,0.42509,1.4005,2.25516,1.30863,0.00097775,0.00097775,0.00097775
24,187.541,1.4029,7.08903,1.27056,0.72542,0.5653,0.69151,0.42509,1.4005,2.25516,1.30863,0.000965375,0.000965375,0.000965375
25,195.203,1.22779,12.8536,1.19996,0.82194,0.57559,0.7187,0.44606,1.33741,1.99468,1.25034,0.000953,0.000953,0.000953
26,202.66,1.39368,11.3874,1.30204,0.74205,0.66703,0.73862,0.45245,1.31162,1.86254,1.2399,0.000940625,0.000940625,0.000940625
27,210.478,1.418,11.2345,1.28937,0.74205,0.66703,0.73862,0.45245,1.31162,1.86254,1.2399,0.00092825,0.00092825,0.00092825
28,217.969,1.30317,9.38151,1.26687,0.76787,0.70902,0.79429,0.51045,1.25013,1.78338,1.20821,0.000915875,0.000915875,0.000915875
29,225.651,1.25649,9.68033,1.2018,0.76787,0.70902,0.79429,0.51045,1.25013,1.78338,1.20821,0.0009035,0.0009035,0.0009035
30,233.526,1.22849,15.0645,1.29084,0.78638,0.75342,0.8196,0.51859,1.21503,1.685,1.208,0.000891125,0.000891125,0.000891125
31,241.188,1.22112,11.7576,1.20177,0.78638,0.75342,0.8196,0.51859,1.21503,1.685,1.208,0.00087875,0.00087875,0.00087875
32,249.292,1.45875,3.91292,1.39609,0.79632,0.76295,0.84115,0.53073,1.23228,1.6,1.19569,0.000866375,0.000866375,0.000866375
33,256.929,1.21734,6.08937,1.25551,0.83888,0.74362,0.8473,0.55049,1.18963,1.61126,1.16233,0.000854,0.000854,0.000854
34,264.844,1.30089,6.18842,1.28888,0.83888,0.74362,0.8473,0.55049,1.18963,1.61126,1.16233,0.000841625,0.000841625,0.000841625
35,272.542,1.12499,16.8472,1.1393,0.81912,0.78129,0.84782,0.5542,1.18066,1.65725,1.14884,0.00082925,0.00082925,0.00082925
36,280.397,1.17133,11.0384,1.15163,0.81912,0.78129,0.84782,0.5542,1.18066,1.65725,1.14884,0.000816875,0.000816875,0.000816875
37,288.273,1.12833,8.48567,1.105,0.88199,0.74931,0.86299,0.57761,1.15483,1.53447,1.1366,0.0008045,0.0008045,0.0008045
38,295.885,1.16532,8.18913,1.20097,0.88199,0.74931,0.86299,0.57761,1.15483,1.53447,1.1366,0.000792125,0.000792125,0.000792125
39,303.484,1.18015,8.8258,1.17754,0.84458,0.76177,0.85791,0.56668,1.11581,1.48199,1.10393,0.00077975,0.00077975,0.00077975
40,311.253,1.25969,5.53837,1.2753,0.84458,0.76177,0.85791,0.56668,1.11581,1.48199,1.10393,0.000767375,0.000767375,0.000767375
