epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.79854,2.49716,6.58186,1.49691,0.0547,0.11443,0.04712,0.02327,2.35976,4.15512,1.44628,6.25e-05,6.25e-05,6.25e-05
2,4.61843,2.23175,5.24921,1.44571,0.34834,0.27841,0.24101,0.09513,2.30943,2.32301,1.24887,0.000136139,0.000136139,0.000136139
3,6.50138,2.00155,3.18329,1.261,0.70427,0.40139,0.44387,0.18805,1.87092,1.8694,1.11842,0.000208293,0.000208293,0.000208293
4,8.29793,1.71578,2.41639,1.22941,0.52906,0.45304,0.41151,0.21447,1.56562,1.51337,1.04207,0.000278961,0.000278961,0.000278961
1,4.75457,2.37633,5.90644,1.45208,0.03582,0.18864,0.0418,0.0205,2.38321,4.14628,1.45148,2.5e-05,2.5e-05,2.5e-05
2,6.45535,2.50296,6.32023,1.55372,0.09555,0.10869,0.04915,0.02407,2.35646,4.14592,1.43906,6.18813e-05,6.18813e-05,6.18813e-05
3,7.99431,2.49427,5.80937,1.48278,0.3437,0.30998,0.23241,0.09778,2.13536,2.63823,1.26717,9.802e-05,9.802e-05,9.802e-05
4,9.75913,1.9413,3.53508,1.39253,0.56903,0.39313,0.29315,0.13314,1.9148,1.99483,1.20315,0.000133416,0.000133416,0.000133416
5,11.4075,1.9471,2.97826,1.27713,0.55471,0.37231,0.33111,0.15351,1.86649,1.95204,1.18395,0.00016807,0.00016807,0.00016807
6,13.1917,1.63714,2.31635,1.19757,0.60219,0.51141,0.47639,0.24382,1.70057,1.83239,1.1108,0.000201981,0.000201981,0.000201981
7,14.8733,1.54497,1.97423,1.10647,0.70294,0.50211,0.53313,0.27554,1.64528,1.64442,1.0797,0.00023515,0.00023515,0.00023515
8,16.6302,1.3556,1.68684,1.0263,0.69433,0.5563,0.58075,0.33369,1.36696,1.32643,1.00039,0.000267576,0.000267576,0.000267576
9,18.3556,1.28841,1.41585,0.98874,0.73194,0.54634,0.61571,0.35087,1.35168,1.28537,0.97293,0.00029926,0.00029926,0.00029926
10,20.0351,1.36129,1.48788,1.03661,0.817,0.55034,0.62942,0.35768,1.37354,1.08136,0.98717,0.000330201,0.000330201,0.000330201
11,21.6369,1.27438,1.35001,1.03687,0.85093,0.57457,0.64591,0.36285,1.32023,1.10943,0.97733,0.0003604,0.0003604,0.0003604
12,23.191,1.29283,1.28128,1.02157,0.76403,0.61254,0.63584,0.36848,1.2817,0.96774,0.96036,0.000389856,0.000389856,0.000389856
13,24.7051,1.17529,1.17641,0.99028,0.73652,0.59181,0.63501,0.35021,1.34268,0.99986,0.97706,0.00041857,0.00041857,0.00041857
14,26.1975,1.29799,1.17202,0.99,0.73289,0.60633,0.65162,0.37879,1.285,0.98876,0.9565,0.000446541,0.000446541,0.000446541
15,27.7825,1.22275,1.17586,1.0058,0.78193,0.61667,0.6747,0.39285,1.2923,0.91259,0.95116,0.00047377,0.00047377,0.00047377
16,29.3744,1.19587,1.11731,1.002,0.72884,0.63095,0.66292,0.38614,1.34179,0.88628,0.9639,0.000500256,0.000500256,0.000500256
17,30.9135,1.10793,0.98814,0.95674,0.81964,0.63611,0.6831,0.40704,1.27349,0.87693,0.94839,0.000526,0.000526,0.000526
18,32.5189,1.0858,0.96204,0.92259,0.87786,0.64023,0.70561,0.41339,1.30333,0.88509,0.95824,0.000551001,0.000551001,0.000551001
19,34.0999,1.06983,0.90036,0.95086,0.86583,0.65794,0.69982,0.40925,1.32513,0.84974,0.97777,0.00057526,0.00057526,0.00057526
20,35.5366,1.10616,0.90353,0.99163,0.83934,0.63504,0.67687,0.39125,1.30781,0.93229,0.97954,0.000598776,0.000598776,0.000598776
21,37.033,1.21024,0.88366,0.97434,0.86828,0.6591,0.71127,0.42669,1.22606,0.75608,0.96444,0.00062155,0.00062155,0.00062155
22,38.5883,1.12471,0.83919,0.97002,0.83195,0.67865,0.7193,0.41506,1.28448,0.79255,0.98408,0.000643581,0.000643581,0.000643581
23,40.0407,1.05018,0.78475,0.94729,0.83195,0.67865,0.7193,0.41506,1.28448,0.79255,0.98408,0.00066487,0.00066487,0.00066487
24,41.53,1.08676,0.79185,0.93232,0.84634,0.67127,0.7233,0.41125,1.27605,0.80049,0.96799,0.000685416,0.000685416,0.000685416
25,42.9834,1.07515,0.79842,0.94784,0.78919,0.66194,0.71115,0.41119,1.30836,0.87057,0.97939,0.00070522,0.00070522,0.00070522
26,44.5222,1.035,0.78452,0.9503,0.88256,0.65574,0.71168,0.40831,1.28878,0.81086,0.97388,0.000724281,0.000724281,0.000724281
27,45.9949,1.05617,0.74013,0.94433,0.88256,0.65574,0.71168,0.40831,1.28878,0.81086,0.97388,0.0007426,0.0007426,0.0007426
28,47.4615,1.07401,0.77019,0.95919,0.91128,0.62164,0.71538,0.40554,1.35491,0.80255,0.97832,0.000760176,0.000760176,0.000760176
29,48.8914,1.03346,0.71559,0.95442,0.91128,0.62164,0.71538,0.40554,1.35491,0.80255,0.97832,0.00077701,0.00077701,0.00077701
30,50.3527,1.04616,0.73222,0.92567,0.81936,0.67001,0.72399,0.44219,1.23384,0.74164,0.96099,0.000793101,0.000793101,0.000793101
31,51.8468,1.10782,0.7545,0.92894,0.89335,0.66868,0.72533,0.43039,1.23859,0.69994,0.97716,0.00080845,0.00080845,0.00080845
32,53.317,1.04221,0.75138,0.93258,0.89335,0.66868,0.72533,0.43039,1.23859,0.69994,0.97716,0.000823056,0.000823056,0.000823056
