epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.03886,0.68107,0.56002,0.85235,0.94137,0.83675,0.90964,0.63012,0.97888,0.68572,0.92167,8.75e-05,8.75e-05,8.75e-05
2,9.15073,0.70601,0.56423,0.86312,0.90399,0.85465,0.9098,0.62421,0.98983,0.67718,0.92292,0.000185642,0.000185642,0.000185642
3,11.6847,0.78311,0.61554,0.90981,0.92635,0.86549,0.90082,0.60851,0.99082,0.70437,0.93077,0.000281801,0.000281801,0.000281801
4,14.2204,0.78003,0.60216,0.87137,0.94572,0.84629,0.89678,0.58472,1.01051,0.70923,0.92378,0.000375978,0.000375978,0.000375978
5,16.7604,0.76247,0.62429,0.84791,0.90076,0.84766,0.88102,0.59191,1.01515,0.72827,0.92793,0.000468173,0.000468173,0.000468173
6,19.1779,0.82411,0.61988,0.87171,0.95189,0.79594,0.88273,0.59242,1.02567,0.73295,0.93141,0.000558385,0.000558385,0.000558385
7,21.5461,0.80312,0.61365,0.87761,0.92443,0.85399,0.89176,0.58353,1.02446,0.73264,0.92966,0.000646615,0.000646615,0.000646615
8,23.8967,0.76273,0.88979,0.79936,0.93832,0.81128,0.88681,0.58912,1.05039,0.71289,0.93988,0.000732863,0.000732863,0.000732863
9,26.2408,0.80042,0.61074,0.88723,0.93563,0.81067,0.88839,0.58968,1.05436,0.71057,0.94047,0.000817129,0.000817129,0.000817129
10,28.6431,0.92608,0.72702,0.88146,0.93563,0.81067,0.88839,0.58968,1.05436,0.71057,0.94047,0.000899412,0.000899412,0.000899412
11,31.0281,0.84458,0.75906,0.91139,0.88073,0.81211,0.87785,0.5888,1.08223,0.75498,0.9535,0.000979714,0.000979714,0.000979714
12,33.3948,0.78088,1.21458,0.81921,0.90135,0.80608,0.87904,0.55915,1.13039,0.7582,0.98229,0.00105803,0.00105803,0.00105803
13,35.7557,0.92495,0.69154,0.90564,0.90135,0.80608,0.87904,0.55915,1.13039,0.7582,0.98229,0.00110133,0.00110133,0.00110133
14,38.1233,0.86762,0.69046,0.91919,0.90061,0.79508,0.87536,0.55946,1.13808,0.76103,0.98778,0.00108894,0.00108894,0.00108894
15,40.4883,0.95099,0.75547,0.92305,0.86385,0.82914,0.8681,0.57172,1.10578,0.78973,0.97316,0.00107655,0.00107655,0.00107655
16,42.7892,0.86658,0.71578,0.89558,0.86385,0.82914,0.8681,0.57172,1.10578,0.78973,0.97316,0.00106416,0.00106416,0.00106416
