epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.58861,0.88318,0.48709,0.80521,0.91957,0.86637,0.90688,0.63165,1.28611,0.5852,0.85543,8.75e-05,8.75e-05,8.75e-05
2,8.79585,0.92761,0.49015,0.80166,0.9561,0.85183,0.9052,0.61731,1.31667,0.58178,0.87044,0.000185645,0.000185645,0.000185645
3,11.2741,1.01894,0.53297,0.83988,0.94806,0.84763,0.89927,0.58655,1.3418,0.59016,0.87534,0.000281811,0.000281811,0.000281811
4,13.7132,1.03157,0.53362,0.82623,0.90193,0.84192,0.89014,0.58793,1.37782,0.61485,0.87952,0.000375998,0.000375998,0.000375998
5,16.0685,1.00299,0.53124,0.78387,0.92428,0.78903,0.88826,0.59391,1.34069,0.63332,0.86658,0.000468207,0.000468207,0.000468207
6,18.4601,1.07789,0.56536,0.79705,0.89755,0.87756,0.90949,0.6075,1.32204,0.59976,0.85889,0.000558437,0.000558437,0.000558437
7,20.818,1.0378,0.53996,0.81703,0.88776,0.87944,0.90896,0.60601,1.31282,0.60349,0.85658,0.000646688,0.000646688,0.000646688
8,23.288,0.96257,0.91031,0.72088,0.90393,0.87008,0.90736,0.61161,1.32622,0.61147,0.86621,0.00073296,0.00073296,0.00073296
9,25.6801,1.03621,0.57214,0.82422,0.89396,0.86432,0.90386,0.60596,1.33217,0.61932,0.86677,0.000817254,0.000817254,0.000817254
10,28.0163,1.21112,0.64239,0.80917,0.89396,0.86432,0.90386,0.60596,1.33217,0.61932,0.86677,0.000899569,0.000899569,0.000899569
11,30.6859,1.11633,0.61917,0.85029,0.93555,0.81893,0.90374,0.57326,1.38706,0.68081,0.87545,0.000979905,0.000979905,0.000979905
12,33.1167,0.98513,0.93373,0.75425,0.88801,0.80685,0.88096,0.55352,1.47188,0.68239,0.88972,0.00105826,0.00105826,0.00105826
13,35.5482,1.22615,0.64765,0.83256,0.88801,0.80685,0.88096,0.55352,1.47188,0.68239,0.88972,0.00110159,0.00110159,0.00110159
14,37.958,1.16383,0.6472,0.84982,0.89519,0.79677,0.87814,0.55094,1.4706,0.67909,0.88894,0.00108923,0.00108923,0.00108923
15,40.3258,1.21485,0.6513,0.83827,0.91291,0.79118,0.8717,0.55022,1.40542,0.68126,0.87707,0.00107686,0.00107686,0.00107686
16,42.7523,1.17149,0.63301,0.82759,0.91291,0.79118,0.8717,0.55022,1.40542,0.68126,0.87707,0.00106449,0.00106449,0.00106449
17,45.2132,1.23591,0.6509,0.82573,0.88537,0.80227,0.86844,0.56467,1.37003,0.6808,0.87723,0.00105212,0.00105212,0.00105212
18,47.5799,0.96362,0.83452,0.71852,0.88537,0.80227,0.86844,0.56467,1.37003,0.6808,0.87723,0.00103976,0.00103976,0.00103976
19,49.9917,1.12783,0.65859,0.86475,0.92201,0.7956,0.88692,0.58647,1.35775,0.63978,0.8829,0.00102739,0.00102739,0.00102739
20,52.3385,1.12778,0.61286,0.8461,0.86445,0.85778,0.88288,0.56701,1.38365,0.67311,0.89041,0.00101502,0.00101502,0.00101502
21,54.766,1.02806,0.59254,0.81196,0.86445,0.85778,0.88288,0.56701,1.38365,0.67311,0.89041,0.00100266,0.00100266,0.00100266
22,57.3367,1.08933,0.58847,0.82443,0.89933,0.81454,0.87799,0.56146,1.41079,0.65917,0.8991,0.000990288,0.000990288,0.000990288
23,60.1819,1.10725,0.59559,0.85685,0.93113,0.80388,0.884,0.58703,1.38542,0.64695,0.89848,0.000977921,0.000977921,0.000977921
24,62.8588,1.08052,0.57097,0.80762,0.93113,0.80388,0.884,0.58703,1.38542,0.64695,0.89848,0.000965553,0.000965553,0.000965553
25,65.3438,1.10834,0.59982,0.8151,0.92256,0.83733,0.89532,0.61358,1.37262,0.64088,0.88937,0.000953186,0.000953186,0.000953186
26,67.7027,1.08309,0.57723,0.83059,0.92256,0.83733,0.89532,0.61358,1.37262,0.64088,0.88937,0.000940819,0.000940819,0.000940819
27,70.0849,1.0352,0.56222,0.83252,0.91614,0.84478,0.90752,0.60927,1.3978,0.66431,0.8858,0.000928452,0.000928452,0.000928452
28,72.488,1.11404,0.60101,0.79953,0.93227,0.81744,0.90248,0.60388,1.38436,0.67815,0.88075,0.000916084,0.000916084,0.000916084
29,74.8175,1.02794,0.54294,0.80642,0.93227,0.81744,0.90248,0.60388,1.38436,0.67815,0.88075,0.000903717,0.000903717,0.000903717
30,77.1839,1.08873,0.58613,0.82088,0.90052,0.82869,0.90091,0.6162,1.36738,0.65071,0.87457,0.00089135,0.00089135,0.00089135
31,79.6879,1.00887,0.52375,0.78783,0.90052,0.82869,0.90091,0.6162,1.36738,0.65071,0.87457,0.000878983,0.000878983,0.000878983
32,82.0835,1.01937,0.5239,0.81007,0.89497,0.8305,0.89688,0.60614,1.36794,0.62825,0.88933,0.000866615,0.000866615,0.000866615
33,84.4687,1.01265,0.53673,0.80863,0.92036,0.85042,0.89439,0.59145,1.36172,0.62656,0.88607,0.000854248,0.000854248,0.000854248
34,86.8417,1.00739,0.55855,0.81917,0.92036,0.85042,0.89439,0.59145,1.36172,0.62656,0.88607,0.000841881,0.000841881,0.000841881
35,89.5818,1.01931,0.52709,0.80847,0.91786,0.86491,0.90874,0.6062,1.36542,0.63656,0.8839,0.000829513,0.000829513,0.000829513
36,92.0394,1.02078,0.54896,0.81651,0.93557,0.83042,0.91364,0.621,1.35602,0.6323,0.87779,0.000817146,0.000817146,0.000817146
37,94.3589,0.93368,0.47988,0.78729,0.93557,0.83042,0.91364,0.621,1.35602,0.6323,0.87779,0.000804779,0.000804779,0.000804779
38,96.7322,0.95959,0.50298,0.80123,0.89378,0.86825,0.90578,0.62981,1.35353,0.59766,0.88188,0.000792412,0.000792412,0.000792412
39,99.1118,1.01897,0.54797,0.81632,0.89378,0.86825,0.90578,0.62981,1.35353,0.59766,0.88188,0.000780045,0.000780045,0.000780045
40,101.488,0.94834,0.47054,0.78821,0.91137,0.85698,0.899,0.61224,1.36644,0.60924,0.88414,0.000767677,0.000767677,0.000767677
41,103.786,0.99202,0.49214,0.80387,0.88697,0.83873,0.89799,0.60921,1.35441,0.62451,0.8751,0.00075531,0.00075531,0.00075531
42,106.124,0.95189,0.48857,0.7839,0.88697,0.83873,0.89799,0.60921,1.35441,0.62451,0.8751,0.000742943,0.000742943,0.000742943
